Year,LocationAbbr,LocationDesc,PriorityArea1,PriorityArea2,PriorityArea3,PriorityArea4,Topic,Data_Value_Unit,Data_Value,LowConfidenceLimit,HighConfidenceLimit,Break_Out_Category,Break_Out,TopicId,BreakOutCategoryId,BreakOutId
2009,NJ,New Jersey,None,None,None,None,Major Cardiovascular Disease,Percent (%),24.5,24.2,24.7,Age,65+,T1,BOC03,AGE06
2011,CT,Connecticut,None,None,None,None,Major Cardiovascular Disease,Percent (%),21.7,20.9,22.5,Race,Non-Hispanic Black,T1,BOC04,RAC02
2010,LA,Louisiana,None,None,None,None,Major Cardiovascular Disease,Percent (%),24.1,21.8,26.5,Race,Other,T1,BOC04,RAC07
2010,MD,Maryland,None,None,None,None,Major Cardiovascular Disease,Percent (%),21.4,21.2,21.7,Age,65+,T1,BOC03,AGE06
2011,WA,Washington,None,None,None,None,Major Cardiovascular Disease,Percent (%),23,20.6,25.4,Race,Hispanic,T1,BOC04,RAC04
2009,AK,Alaska,None,None,None,None,Major Cardiovascular Disease,Percent (%),24.2,23.4,25,Overall,Overall,T1,BOC01,OVR01
2008,WA,Washington,None,None,None,None,Major Cardiovascular Disease,Percent (%),23.8,23.6,24,Race,Non-Hispanic White,T1,BOC04,RAC01
2010,UT,Utah,None,None,None,None,Major Cardiovascular Disease,Percent (%),20.2,19.8,20.6,Overall,Overall,T1,BOC01,OVR01
2012,NV,Nevada,None,None,None,None,Major Cardiovascular Disease,Percent (%),21.8,21.4,22.3,Age,75+,T1,BOC03,AGE08
2011,WA,Washington,None,None,None,None,Major Cardiovascular Disease,Percent (%),20.1,19.8,20.4,Age,65+,T1,BOC03,AGE06
2010,IL,Illinois,None,None,None,None,Major Cardiovascular Disease,Percent (%),23,22.7,23.4,Race,Non-Hispanic Black,T1,BOC04,RAC02
2012,KY,Kentucky,None,None,None,None,Major Cardiovascular Disease,Percent (%),23.3,22.5,24.1,Race,Non-Hispanic Black,T1,BOC04,RAC02
2012,MN,Minnesota,None,None,None,None,Major Cardiovascular Disease,Percent (%),21.1,20.8,21.3,Gender,Female,T1,BOC02,GEN02
2008,OK,Oklahoma,None,None,None,None,Major Cardiovascular Disease,Percent (%),23.5,20.1,26.8,Race,Hispanic,T1,BOC04,RAC04
2009,OR,Oregon,None,None,None,None,Major Cardiovascular Disease,Percent (%),23.4,18.9,28,Race,Hispanic,T1,BOC04,RAC04
2010,CT,Connecticut,None,None,None,None,Major Cardiovascular Disease,Percent (%),23,22.8,23.3,Race,Non-Hispanic White,T1,BOC04,RAC01
2009,SD,South Dakota,None,None,None,None,Major Cardiovascular Disease,Percent (%),23.4,22.6,24.2,Age,65+,T1,BOC03,AGE06
2010,PA,Pennsylvania,None,None,None,None,Major Cardiovascular Disease,Percent (%),23.7,22.5,24.9,Race,Other,T1,BOC04,RAC07
2012,MD,Maryland,None,None,None,None,Major Cardiovascular Disease,Percent (%),23.8,23.5,24.1,Gender,Male,T1,BOC02,GEN01
2009,TX,Texas,None,None,None,None,Major Cardiovascular Disease,Percent (%),23.1,22.3,23.8,Race,Other,T1,BOC04,RAC07
2010,MI,Michigan,None,None,None,None,Major Cardiovascular Disease,Percent (%),24.5,24.3,24.7,Age,75+,T1,BOC03,AGE08
2010,CA,California,None,None,None,None,Major Cardiovascular Disease,Percent (%),24.2,24,24.3,Gender,Male,T1,BOC02,GEN01
2011,TX,Texas,None,None,None,None,Major Cardiovascular Disease,Percent (%),21.9,21.2,22.5,Race,Other,T1,BOC04,RAC07
2008,PA,Pennsylvania,None,None,None,None,Major Cardiovascular Disease,Percent (%),24.3,24.2,24.5,Age,75+,T1,BOC03,AGE08
2012,AK,Alaska,None,None,None,None,Major Cardiovascular Disease,Percent (%),22.7,22,23.5,Overall,Overall,T1,BOC01,OVR01
2009,WY,Wyoming,None,None,None,None,Major Cardiovascular Disease,Percent (%),22.6,21.9,23.2,Race,Non-Hispanic White,T1,BOC04,RAC01
2012,SD,South Dakota,None,None,None,None,Major Cardiovascular Disease,Percent (%),20.8,20,21.5,Age,65+,T1,BOC03,AGE06
2010,SD,South Dakota,None,None,None,None,Major Cardiovascular Disease,Percent (%),21.5,20.7,22.3,Age,65+,T1,BOC03,AGE06
2009,ID,Idaho,None,None,None,None,Major Cardiovascular Disease,Percent (%),20.4,19.7,21,Gender,Female,T1,BOC02,GEN02
2008,NC,North Carolina,None,None,None,None,Major Cardiovascular Disease,Percent (%),24.7,24.5,24.9,Age,75+,T1,BOC03,AGE08
2010,VA,Virginia,None,None,None,None,Major Cardiovascular Disease,Percent (%),22.3,22.1,22.6,Age,65+,T1,BOC03,AGE06
2010,MS,Mississippi,None,None,None,None,Major Cardiovascular Disease,Percent (%),22.9,22.5,23.2,Age,65+,T1,BOC03,AGE06
2010,CO,Colorado,None,None,None,None,Major Cardiovascular Disease,Percent (%),18.9,17.3,20.6,Race,Hispanic,T1,BOC04,RAC04
2009,GA,Georgia,None,None,None,None,Major Cardiovascular Disease,Percent (%),18.4,15.5,21.4,Race,Hispanic,T1,BOC04,RAC04
2012,AZ,Arizona,None,None,None,None,Major Cardiovascular Disease,Percent (%),23.1,22.8,23.3,Age,75+,T1,BOC03,AGE08
2011,AR,Arkansas,None,None,None,None,Major Cardiovascular Disease,Percent (%),23.3,20.8,25.8,Race,Other,T1,BOC04,RAC07
2011,HI,Hawaii,None,None,None,None,Major Cardiovascular Disease,Percent (%),23.3,22.4,24.2,Race,Non-Hispanic White,T1,BOC04,RAC01
2008,WV,West Virginia,None,None,None,None,Major Cardiovascular Disease,Percent (%),28.7,28.3,29.2,Gender,Male,T1,BOC02,GEN01
2013,AL,Alabama,None,None,None,None,Major Cardiovascular Disease,Percent (%),21.6,21.3,21.8,Age,65+,T1,BOC03,AGE06
2012,KY,Kentucky,None,None,None,None,Major Cardiovascular Disease,Percent (%),26,25.7,26.3,Gender,Male,T1,BOC02,GEN01
2011,NM,New Mexico,None,None,None,None,Major Cardiovascular Disease,Percent (%),20.6,20.3,21,Overall,Overall,T1,BOC01,OVR01
2010,CT,Connecticut,None,None,None,None,Major Cardiovascular Disease,Percent (%),23,22.7,23.2,Overall,Overall,T1,BOC01,OVR01
2010,MT,Montana,None,None,None,None,Major Cardiovascular Disease,Percent (%),21.3,20.8,21.8,Overall,Overall,T1,BOC01,OVR01
2009,MO,Missouri,None,None,None,None,Major Cardiovascular Disease,Percent (%),24,23.7,24.2,Age,75+,T1,BOC03,AGE08
2010,OH,Ohio,None,None,None,None,Major Cardiovascular Disease,Percent (%),22.9,22.6,23.1,Age,65+,T1,BOC03,AGE06
2008,TN,Tennessee,None,None,None,None,Major Cardiovascular Disease,Percent (%),23.7,23.5,23.8,Overall,Overall,T1,BOC01,OVR01
2011,WI,Wisconsin,None,None,None,None,Major Cardiovascular Disease,Percent (%),25,24.8,25.3,Age,75+,T1,BOC03,AGE08
2013,FL,Florida,None,None,None,None,Major Cardiovascular Disease,Percent (%),23,22.9,23.1,Age,75+,T1,BOC03,AGE08
2012,WA,Washington,None,None,None,None,Major Cardiovascular Disease,Percent (%),22.5,22.3,22.7,Overall,Overall,T1,BOC01,OVR01
2012,AK,Alaska,None,None,None,None,Major Cardiovascular Disease,Percent (%),24.5,12.4,36.5,Race,Hispanic,T1,BOC04,RAC04
2009,IA,Iowa,None,None,None,None,Major Cardiovascular Disease,Percent (%),26.4,19.6,33.3,Race,Hispanic,T1,BOC04,RAC04
2012,CT,Connecticut,None,None,None,None,Major Cardiovascular Disease,Percent (%),22.8,22.6,23.1,Age,75+,T1,BOC03,AGE08
2012,RI,Rhode Island,None,None,None,None,Major Cardiovascular Disease,Percent (%),24.8,24.1,25.5,Gender,Male,T1,BOC02,GEN01
2010,NC,North Carolina,None,None,None,None,Major Cardiovascular Disease,Percent (%),24.7,24.5,24.9,Age,75+,T1,BOC03,AGE08
2011,IN,Indiana,None,None,None,None,Major Cardiovascular Disease,Percent (%),23.3,23.1,23.4,Race,Non-Hispanic White,T1,BOC04,RAC01
2010,FL,Florida,None,None,None,None,Major Cardiovascular Disease,Percent (%),23.2,23.1,23.3,Race,Non-Hispanic White,T1,BOC04,RAC01
2011,NE,Nebraska,None,None,None,None,Major Cardiovascular Disease,Percent (%),22.8,22.3,23.2,Age,75+,T1,BOC03,AGE08
2012,MA,Massachusetts,None,None,None,None,Major Cardiovascular Disease,Percent (%),20.1,19.9,20.3,Gender,Female,T1,BOC02,GEN02
2012,LA,Louisiana,None,None,None,None,Major Cardiovascular Disease,Percent (%),21.9,21.7,22.2,Gender,Female,T1,BOC02,GEN02
2011,KS,Kansas,None,None,None,None,Major Cardiovascular Disease,Percent (%),20.6,20.3,21,Gender,Female,T1,BOC02,GEN02
2011,VT,Vermont,None,None,None,None,Major Cardiovascular Disease,Percent (%),23.9,23.2,24.5,Race,Non-Hispanic White,T1,BOC04,RAC01
2009,MS,Mississippi,None,None,None,None,Major Cardiovascular Disease,Percent (%),20.1,17.4,22.9,Race,Other,T1,BOC04,RAC07
2011,ID,Idaho,None,None,None,None,Major Cardiovascular Disease,Percent (%),24.4,23.7,25.1,Gender,Male,T1,BOC02,GEN01
2011,SC,South Carolina,None,None,None,None,Major Cardiovascular Disease,Percent (%),22.7,22.4,23,Age,65+,T1,BOC03,AGE06
2009,DC,"Washington, DC",None,None,None,None,Major Cardiovascular Disease,Percent (%),24.2,23.5,24.9,Race,Non-Hispanic Black,T1,BOC04,RAC02
2010,WI,Wisconsin,None,None,None,None,Major Cardiovascular Disease,Percent (%),24.6,24.3,24.9,Age,75+,T1,BOC03,AGE08
2009,IL,Illinois,None,None,None,None,Major Cardiovascular Disease,Percent (%),22.3,21.5,23.2,Race,Other,T1,BOC04,RAC07
2010,OR,Oregon,None,None,None,None,Major Cardiovascular Disease,Percent (%),23.1,18.5,27.7,Race,Hispanic,T1,BOC04,RAC04
2012,IL,Illinois,None,None,None,None,Major Cardiovascular Disease,Percent (%),21.9,21.8,22.1,Race,Non-Hispanic White,T1,BOC04,RAC01
2008,OR,Oregon,None,None,None,None,Major Cardiovascular Disease,Percent (%),23.9,23.6,24.3,Overall,Overall,T1,BOC01,OVR01
2010,UT,Utah,None,None,None,None,Major Cardiovascular Disease,Percent (%),21.6,21.1,22.1,Age,75+,T1,BOC03,AGE08
2011,TN,Tennessee,None,None,None,None,Major Cardiovascular Disease,Percent (%),23.4,23.3,23.6,Overall,Overall,T1,BOC01,OVR01
2008,PA,Pennsylvania,None,None,None,None,Major Cardiovascular Disease,Percent (%),23.4,22.2,24.6,Race,Other,T1,BOC04,RAC07
2009,AK,Alaska,None,None,None,None,Major Cardiovascular Disease,Percent (%),25.4,24.5,26.4,Race,Non-Hispanic White,T1,BOC04,RAC01
2010,AZ,Arizona,None,None,None,None,Major Cardiovascular Disease,Percent (%),19.8,19.5,20.1,Gender,Female,T1,BOC02,GEN02
2013,AR,Arkansas,None,None,None,None,Major Cardiovascular Disease,Percent (%),14.6,10.4,18.8,Race,Hispanic,T1,BOC04,RAC04
2012,MI,Michigan,None,None,None,None,Major Cardiovascular Disease,Percent (%),22.6,22.4,22.8,Age,65+,T1,BOC03,AGE06
2012,UT,Utah,None,None,None,None,Major Cardiovascular Disease,Percent (%),17.8,17.3,18.2,Gender,Female,T1,BOC02,GEN02
2012,IN,Indiana,None,None,None,None,Major Cardiovascular Disease,Percent (%),25.9,25.7,26.2,Gender,Male,T1,BOC02,GEN01
2011,ND,North Dakota,None,None,None,None,Major Cardiovascular Disease,Percent (%),22.6,22,23.2,Race,Non-Hispanic White,T1,BOC04,RAC01
2012,MS,Mississippi,None,None,None,None,Major Cardiovascular Disease,Percent (%),24,20.9,27.1,Race,Other,T1,BOC04,RAC07
2011,ME,Maine,None,None,None,None,Major Cardiovascular Disease,Percent (%),28,23.5,32.6,Race,Other,T1,BOC04,RAC07
2011,OK,Oklahoma,None,None,None,None,Major Cardiovascular Disease,Percent (%),22.6,19.4,25.8,Race,Hispanic,T1,BOC04,RAC04
2012,CO,Colorado,None,None,None,None,Major Cardiovascular Disease,Percent (%),17.1,16.8,17.5,Age,65+,T1,BOC03,AGE06
2008,US,United States,None,None,None,None,Major Cardiovascular Disease,Percent (%),26.8,26.8,26.9,Gender,Male,T1,BOC02,GEN01
2010,IA,Iowa,None,None,None,None,Major Cardiovascular Disease,Percent (%),22.5,22.1,23,Age,65+,T1,BOC03,AGE06
2008,US,United States,None,None,None,None,Major Cardiovascular Disease,Percent (%),24.2,24.1,24.2,Race,Non-Hispanic Black,T1,BOC04,RAC02
2009,KS,Kansas,None,None,None,None,Major Cardiovascular Disease,Percent (%),20.4,20,20.7,Gender,Female,T1,BOC02,GEN02
2011,DE,Delaware,None,None,None,None,Major Cardiovascular Disease,Percent (%),23,22.5,23.6,Age,75+,T1,BOC03,AGE08
2011,DE,Delaware,None,None,None,None,Major Cardiovascular Disease,Percent (%),20.7,20.1,21.2,Gender,Female,T1,BOC02,GEN02
2009,NV,Nevada,None,None,None,None,Major Cardiovascular Disease,Percent (%),21.7,21.2,22.1,Age,75+,T1,BOC03,AGE08
2008,NC,North Carolina,None,None,None,None,Major Cardiovascular Disease,Percent (%),22,21.8,22.2,Gender,Female,T1,BOC02,GEN02
2010,TN,Tennessee,None,None,None,None,Major Cardiovascular Disease,Percent (%),23.2,18,28.3,Race,Hispanic,T1,BOC04,RAC04
2009,UT,Utah,None,None,None,None,Major Cardiovascular Disease,Percent (%),21.5,21,22,Age,75+,T1,BOC03,AGE08
2009,MD,Maryland,None,None,None,None,Major Cardiovascular Disease,Percent (%),23.4,23.2,23.6,Race,Non-Hispanic White,T1,BOC04,RAC01
2010,DE,Delaware,None,None,None,None,Major Cardiovascular Disease,Percent (%),26.2,25.5,26.8,Gender,Male,T1,BOC02,GEN01
2009,OH,Ohio,None,None,None,None,Major Cardiovascular Disease,Percent (%),21.6,21.4,21.8,Gender,Female,T1,BOC02,GEN02
2012,NM,New Mexico,None,None,None,None,Major Cardiovascular Disease,Percent (%),23.6,23.1,24.2,Gender,Male,T1,BOC02,GEN01
2010,MD,Maryland,None,None,None,None,Major Cardiovascular Disease,Percent (%),19.9,17.5,22.3,Race,Hispanic,T1,BOC04,RAC04
2012,MA,Massachusetts,None,None,None,None,Major Cardiovascular Disease,Percent (%),22.2,20.7,23.8,Race,Hispanic,T1,BOC04,RAC04
2011,IA,Iowa,None,None,None,None,Major Cardiovascular Disease,Percent (%),22.8,20.8,24.9,Race,Non-Hispanic Black,T1,BOC04,RAC02
2011,ID,Idaho,None,None,None,None,Major Cardiovascular Disease,Percent (%),24.2,13.5,34.9,Race,Non-Hispanic Black,T1,BOC04,RAC02
2009,NJ,New Jersey,None,None,None,None,Major Cardiovascular Disease,Percent (%),27.1,26.1,28,Race,Other,T1,BOC04,RAC07
2008,VT,Vermont,None,None,None,None,Major Cardiovascular Disease,Percent (%),26.9,26.3,27.6,Race,Non-Hispanic White,T1,BOC04,RAC01
2012,TX,Texas,None,None,None,None,Major Cardiovascular Disease,Percent (%),22.7,22.5,22.8,Age,75+,T1,BOC03,AGE08
2013,DE,Delaware,None,None,None,None,Major Cardiovascular Disease,Percent (%),22.4,15.9,29,Race,Hispanic,T1,BOC04,RAC04
2011,MA,Massachusetts,None,None,None,None,Major Cardiovascular Disease,Percent (%),22.3,20.8,23.9,Race,Hispanic,T1,BOC04,RAC04
2012,MT,Montana,None,None,None,None,Major Cardiovascular Disease,Percent (%),18.5,8.2,28.9,Race,Hispanic,T1,BOC04,RAC04
2012,ME,Maine,None,None,None,None,Major Cardiovascular Disease,Percent (%),23.5,22.8,24.1,Age,65+,T1,BOC03,AGE06
2009,KY,Kentucky,None,None,None,None,Major Cardiovascular Disease,Percent (%),24.4,24.2,24.6,Overall,Overall,T1,BOC01,OVR01
2012,ND,North Dakota,None,None,None,None,Major Cardiovascular Disease,Percent (%),12.2,2.2,22.2,Race,Non-Hispanic Black,T1,BOC04,RAC02
2010,WV,West Virginia,None,None,None,None,Major Cardiovascular Disease,Percent (%),24.6,24.3,24.9,Overall,Overall,T1,BOC01,OVR01
2009,NM,New Mexico,None,None,None,None,Major Cardiovascular Disease,Percent (%),24,20.9,27.1,Race,Non-Hispanic Black,T1,BOC04,RAC02
2009,TX,Texas,None,None,None,None,Major Cardiovascular Disease,Percent (%),23.5,23.4,23.6,Age,75+,T1,BOC03,AGE08
2012,DE,Delaware,None,None,None,None,Major Cardiovascular Disease,Percent (%),23.9,22.7,25,Race,Non-Hispanic Black,T1,BOC04,RAC02
2011,VA,Virginia,None,None,None,None,Major Cardiovascular Disease,Percent (%),21.5,21.2,21.7,Age,65+,T1,BOC03,AGE06
2010,NC,North Carolina,None,None,None,None,Major Cardiovascular Disease,Percent (%),26.9,26.7,27.2,Gender,Male,T1,BOC02,GEN01
2010,KY,Kentucky,None,None,None,None,Major Cardiovascular Disease,Percent (%),22,21.7,22.2,Gender,Female,T1,BOC02,GEN02
2012,GA,Georgia,None,None,None,None,Major Cardiovascular Disease,Percent (%),23.2,23,23.4,Overall,Overall,T1,BOC01,OVR01
2012,WY,Wyoming,None,None,None,None,Major Cardiovascular Disease,Percent (%),21.3,20.7,22,Race,Non-Hispanic White,T1,BOC04,RAC01
2009,ME,Maine,None,None,None,None,Major Cardiovascular Disease,Percent (%),24.1,23.4,24.7,Age,65+,T1,BOC03,AGE06
2011,AK,Alaska,None,None,None,None,Major Cardiovascular Disease,Percent (%),23.6,22.8,24.4,Overall,Overall,T1,BOC01,OVR01
2011,WY,Wyoming,None,None,None,None,Major Cardiovascular Disease,Percent (%),19.9,15.9,23.9,Race,Other,T1,BOC04,RAC07
2011,LA,Louisiana,None,None,None,None,Major Cardiovascular Disease,Percent (%),21.8,21.6,22.1,Gender,Female,T1,BOC02,GEN02
2012,KS,Kansas,None,None,None,None,Major Cardiovascular Disease,Percent (%),22.7,22.5,23,Race,Non-Hispanic White,T1,BOC04,RAC01
2011,GA,Georgia,None,None,None,None,Major Cardiovascular Disease,Percent (%),25.3,22.2,28.5,Race,Hispanic,T1,BOC04,RAC04
2011,MN,Minnesota,None,None,None,None,Major Cardiovascular Disease,Percent (%),22.7,21.4,24,Race,Other,T1,BOC04,RAC07
2009,WY,Wyoming,None,None,None,None,Major Cardiovascular Disease,Percent (%),24.2,20.1,28.3,Race,Other,T1,BOC04,RAC07
2011,HI,Hawaii,None,None,None,None,Major Cardiovascular Disease,Percent (%),23.4,22.9,23.9,Overall,Overall,T1,BOC01,OVR01
2009,RI,Rhode Island,None,None,None,None,Major Cardiovascular Disease,Percent (%),23.3,19.6,27,Race,Other,T1,BOC04,RAC07
2010,NV,Nevada,None,None,None,None,Major Cardiovascular Disease,Percent (%),18.8,18.4,19.2,Gender,Female,T1,BOC02,GEN02
2008,ND,North Dakota,None,None,None,None,Major Cardiovascular Disease,Percent (%),22.6,19.7,25.5,Race,Other,T1,BOC04,RAC07
2012,US,United States,None,None,None,None,Major Cardiovascular Disease,Percent (%),21.9,21.8,22.1,Race,Other,T1,BOC04,RAC07
2011,NM,New Mexico,None,None,None,None,Major Cardiovascular Disease,Percent (%),21.3,20.9,21.8,Age,75+,T1,BOC03,AGE08
2011,MT,Montana,None,None,None,None,Major Cardiovascular Disease,Percent (%),19.6,18.9,20.4,Age,65+,T1,BOC03,AGE06
2012,PA,Pennsylvania,None,None,None,None,Major Cardiovascular Disease,Percent (%),21.8,21.7,22,Age,65+,T1,BOC03,AGE06
2010,GA,Georgia,None,None,None,None,Major Cardiovascular Disease,Percent (%),27.5,27.2,27.7,Gender,Male,T1,BOC02,GEN01
2011,VA,Virginia,None,None,None,None,Major Cardiovascular Disease,Percent (%),23.1,22,24.3,Race,Other,T1,BOC04,RAC07
2012,ME,Maine,None,None,None,None,Major Cardiovascular Disease,Percent (%),21.3,13,29.6,Race,Non-Hispanic Black,T1,BOC04,RAC02
2009,KS,Kansas,None,None,None,None,Major Cardiovascular Disease,Percent (%),22.3,19.1,25.6,Race,Hispanic,T1,BOC04,RAC04
2012,ND,North Dakota,None,None,None,None,Major Cardiovascular Disease,Percent (%),21.8,20.9,22.6,Age,65+,T1,BOC03,AGE06
2012,NV,Nevada,None,None,None,None,Major Cardiovascular Disease,Percent (%),20.5,19.2,21.7,Race,Other,T1,BOC04,RAC07
2011,IA,Iowa,None,None,None,None,Major Cardiovascular Disease,Percent (%),25.9,25.5,26.3,Gender,Male,T1,BOC02,GEN01
2013,CT,Connecticut,None,None,None,None,Major Cardiovascular Disease,Percent (%),24,23.7,24.4,Gender,Male,T1,BOC02,GEN01
2010,CO,Colorado,None,None,None,None,Major Cardiovascular Disease,Percent (%),19.3,19.1,19.6,Race,Non-Hispanic White,T1,BOC04,RAC01
2011,AZ,Arizona,None,None,None,None,Major Cardiovascular Disease,Percent (%),19.5,19.2,19.7,Gender,Female,T1,BOC02,GEN02
2011,VA,Virginia,None,None,None,None,Major Cardiovascular Disease,Percent (%),25.2,25,25.5,Gender,Male,T1,BOC02,GEN01
2012,TX,Texas,None,None,None,None,Major Cardiovascular Disease,Percent (%),21.9,21.8,22.1,Race,Non-Hispanic White,T1,BOC04,RAC01
2010,AL,Alabama,None,None,None,None,Major Cardiovascular Disease,Percent (%),22.2,21.9,22.5,Age,65+,T1,BOC03,AGE06
2012,MN,Minnesota,None,None,None,None,Major Cardiovascular Disease,Percent (%),21.9,20.4,23.3,Race,Non-Hispanic Black,T1,BOC04,RAC02
2010,SD,South Dakota,None,None,None,None,Major Cardiovascular Disease,Percent (%),26.9,26.1,27.7,Gender,Male,T1,BOC02,GEN01
2012,ID,Idaho,None,None,None,None,Major Cardiovascular Disease,Percent (%),21.8,21.3,22.3,Race,Non-Hispanic White,T1,BOC04,RAC01
2009,WA,Washington,None,None,None,None,Major Cardiovascular Disease,Percent (%),23,22.8,23.2,Race,Non-Hispanic White,T1,BOC04,RAC01
2011,HI,Hawaii,None,None,None,None,Major Cardiovascular Disease,Percent (%),25.1,24.4,25.9,Gender,Male,T1,BOC02,GEN01
2008,WV,West Virginia,None,None,None,None,Major Cardiovascular Disease,Percent (%),25.6,25.3,25.9,Race,Non-Hispanic White,T1,BOC04,RAC01
2011,LA,Louisiana,None,None,None,None,Major Cardiovascular Disease,Percent (%),26.7,26.4,27,Gender,Male,T1,BOC02,GEN01
2011,MO,Missouri,None,None,None,None,Major Cardiovascular Disease,Percent (%),21.2,17,25.5,Race,Hispanic,T1,BOC04,RAC04
2009,VA,Virginia,None,None,None,None,Major Cardiovascular Disease,Percent (%),26.1,25.8,26.4,Gender,Male,T1,BOC02,GEN01
2012,SC,South Carolina,None,None,None,None,Major Cardiovascular Disease,Percent (%),24.4,24,24.9,Race,Non-Hispanic Black,T1,BOC04,RAC02
2013,FL,Florida,None,None,None,None,Major Cardiovascular Disease,Percent (%),22.8,22.5,23.1,Race,Non-Hispanic Black,T1,BOC04,RAC02
2011,SC,South Carolina,None,None,None,None,Major Cardiovascular Disease,Percent (%),23.5,23.2,23.8,Age,75+,T1,BOC03,AGE08
2012,TN,Tennessee,None,None,None,None,Major Cardiovascular Disease,Percent (%),22.8,22.6,23,Race,Non-Hispanic White,T1,BOC04,RAC01
2010,UT,Utah,None,None,None,None,Major Cardiovascular Disease,Percent (%),18,17.4,18.6,Age,65+,T1,BOC03,AGE06
2011,TN,Tennessee,None,None,None,None,Major Cardiovascular Disease,Percent (%),19.7,14.6,24.7,Race,Hispanic,T1,BOC04,RAC04
2010,MN,Minnesota,None,None,None,None,Major Cardiovascular Disease,Percent (%),24.2,23.9,24.5,Age,75+,T1,BOC03,AGE08
2012,KY,Kentucky,None,None,None,None,Major Cardiovascular Disease,Percent (%),27.4,19.6,35.3,Race,Hispanic,T1,BOC04,RAC04
2008,NY,New York,None,None,None,None,Major Cardiovascular Disease,Percent (%),22.8,22.4,23.1,Race,Non-Hispanic Black,T1,BOC04,RAC02
2011,ND,North Dakota,None,None,None,None,Major Cardiovascular Disease,Percent (%),22.4,21.9,23,Overall,Overall,T1,BOC01,OVR01
2011,TN,Tennessee,None,None,None,None,Major Cardiovascular Disease,Percent (%),23.1,22.9,23.3,Race,Non-Hispanic White,T1,BOC04,RAC01
2010,DC,"Washington, DC",None,None,None,None,Major Cardiovascular Disease,Percent (%),22,21.3,22.8,Gender,Female,T1,BOC02,GEN02
2008,RI,Rhode Island,None,None,None,None,Major Cardiovascular Disease,Percent (%),23.9,23.3,24.5,Age,75+,T1,BOC03,AGE08
2011,US,United States,None,None,None,None,Major Cardiovascular Disease,Percent (%),22.7,22.6,22.7,Race,Non-Hispanic White,T1,BOC04,RAC01
2008,WY,Wyoming,None,None,None,None,Major Cardiovascular Disease,Percent (%),20.5,16.7,24.2,Race,Other,T1,BOC04,RAC07
