Year,LocationAbbr,LocationDesc,PriorityArea1,Topic,Data_Value_Unit,Data_Value,LowConfidenceLimit,HighConfidenceLimit,Break_Out_Category,Break_Out,TopicId,BreakOutCategoryId,BreakOutId,GeoLocation
2007,SD,South Dakota,None,Major Cardiovascular Disease,Percent (%),28.1,27.2,28.9,Gender,Male,T1,BOC02,GEN01,"(44.353130053000484, -100.3735306369997)"
2004,WI,Wisconsin,None,Major Cardiovascular Disease,Percent (%),27.6,26.5,28.7,Race,Non-Hispanic Black,T1,BOC04,RAC02,"(44.39319117400049, -89.81637074199966)"
2004,OH,Ohio,None,Major Cardiovascular Disease,Percent (%),28.0,27.8,28.1,Overall,Overall,T1,BOC01,OVR01,"(40.06021014100048, -82.40426005599966)"
2007,OH,Ohio,None,Major Cardiovascular Disease,Percent (%),23.3,22.9,23.7,Race,Non-Hispanic Black,T1,BOC04,RAC02,"(40.06021014100048, -82.40426005599966)"
2006,PA,Pennsylvania,None,Major Cardiovascular Disease,Percent (%),23.2,23.0,23.3,Gender,Female,T1,BOC02,GEN02,"(40.79373015200048, -77.86070029399963)"
2007,ME,Maine,None,Major Cardiovascular Disease,Percent (%),25.3,24.7,26.0,Age,65+,T1,BOC03,AGE06,"(45.254228894000505, -68.98503133599962)"
2008,FL,Florida,None,Major Cardiovascular Disease,Percent (%),24.5,24.4,24.7,Age,75+,T1,BOC03,AGE08,"(28.932040377000476, -81.92896053899966)"
2007,NJ,New Jersey,None,Major Cardiovascular Disease,Percent (%),26.7,26.5,26.9,Age,75+,T1,BOC03,AGE08,"(40.13057004800049, -74.27369128799967)"
2004,WV,West Virginia,None,Major Cardiovascular Disease,Percent (%),28.8,28.6,29.1,Overall,Overall,T1,BOC01,OVR01,"(38.66551020200046, -80.71264013499967)"
2005,SC,South Carolina,None,Major Cardiovascular Disease,Percent (%),25.9,25.7,26.1,Race,Non-Hispanic White,T1,BOC04,RAC01,"(33.998821303000454, -81.04537120699968)"
2004,VT,Vermont,None,Major Cardiovascular Disease,Percent (%),26.5,25.9,27.2,Race,Non-Hispanic White,T1,BOC04,RAC01,"(43.62538123900049, -72.51764079099962)"
2004,CA,California,None,Major Cardiovascular Disease,Percent (%),24.8,24.7,24.9,Overall,Overall,T1,BOC01,OVR01,"(37.63864012300047, -120.99999953799971)"
2006,AR,Arkansas,None,Major Cardiovascular Disease,Percent (%),25.7,25.4,26.0,Age,75+,T1,BOC03,AGE08,"(34.74865012400045, -92.27449074299966)"
2006,AK,Alaska,None,Major Cardiovascular Disease,Percent (%),26.6,25.6,27.5,Race,Non-Hispanic White,T1,BOC04,RAC01,"(64.84507995700051, -147.72205903599973)"
2006,KY,Kentucky,None,Major Cardiovascular Disease,Percent (%),25.1,22.3,28.0,Race,Other,T1,BOC04,RAC07,"(37.645970271000465, -84.77497104799966)"
2004,LA,Louisiana,None,Major Cardiovascular Disease,Percent (%),27.6,27.2,28.0,Race,Non-Hispanic Black,T1,BOC04,RAC02,"(31.31266064400046, -92.44568007099969)"
2005,SC,South Carolina,None,Major Cardiovascular Disease,Percent (%),23.5,17.0,29.9,Race,Hispanic,T1,BOC04,RAC04,"(33.998821303000454, -81.04537120699968)"
2004,NH,New Hampshire,None,Major Cardiovascular Disease,Percent (%),30.7,30.0,31.4,Gender,Male,T1,BOC02,GEN01,"(43.65595011300047, -71.50036091999965)"
2004,KS,Kansas,None,Major Cardiovascular Disease,Percent (%),22.9,22.6,23.2,Gender,Female,T1,BOC02,GEN02,"(38.34774030000045, -98.20078122699965)"
2006,NY,New York,None,Major Cardiovascular Disease,Percent (%),24.7,24.6,24.9,Race,Non-Hispanic White,T1,BOC04,RAC01,"(42.82700103200045, -75.54397042699964)"
2004,AR,Arkansas,None,Major Cardiovascular Disease,Percent (%),28.1,27.8,28.5,Age,65+,T1,BOC03,AGE06,"(34.74865012400045, -92.27449074299966)"
2007,IA,Iowa,None,Major Cardiovascular Disease,Percent (%),28.0,20.6,35.3,Race,Hispanic,T1,BOC04,RAC04,"(42.46940091300047, -93.81649055599968)"
2006,US,United States,None,Major Cardiovascular Disease,Percent (%),25.2,25.2,25.2,Overall,Overall,T1,BOC01,OVR01,
2004,CO,Colorado,None,Major Cardiovascular Disease,Percent (%),26.6,24.8,28.4,Race,Non-Hispanic Black,T1,BOC04,RAC02,"(38.843840757000464, -106.13361092099967)"
2007,MS,Mississippi,None,Major Cardiovascular Disease,Percent (%),24.7,24.5,25.0,Race,Non-Hispanic White,T1,BOC04,RAC01,"(32.745510099000455, -89.53803082499968)"
2005,PA,Pennsylvania,None,Major Cardiovascular Disease,Percent (%),24.2,23.1,25.4,Race,Other,T1,BOC04,RAC07,"(40.79373015200048, -77.86070029399963)"
2007,MA,Massachusetts,None,Major Cardiovascular Disease,Percent (%),23.0,22.8,23.2,Overall,Overall,T1,BOC01,OVR01,"(42.27687047000046, -72.08269067499964)"
2006,WI,Wisconsin,None,Major Cardiovascular Disease,Percent (%),24.7,24.4,25.0,Age,65+,T1,BOC03,AGE06,"(44.39319117400049, -89.81637074199966)"
2004,VT,Vermont,None,Major Cardiovascular Disease,Percent (%),26.5,25.9,27.1,Overall,Overall,T1,BOC01,OVR01,"(43.62538123900049, -72.51764079099962)"
2008,AL,Alabama,None,Major Cardiovascular Disease,Percent (%),23.8,23.6,24.1,Age,75+,T1,BOC03,AGE08,"(32.84057112200048, -86.63186076199969)"
2005,TN,Tennessee,None,Major Cardiovascular Disease,Percent (%),25.6,23.5,27.6,Race,Other,T1,BOC04,RAC07,"(35.68094058000048, -85.77449091399967)"
2004,MA,Massachusetts,None,Major Cardiovascular Disease,Percent (%),28.3,28.0,28.6,Gender,Male,T1,BOC02,GEN01,"(42.27687047000046, -72.08269067499964)"
2008,IA,Iowa,None,Major Cardiovascular Disease,Percent (%),28.4,28.0,28.8,Gender,Male,T1,BOC02,GEN01,"(42.46940091300047, -93.81649055599968)"
2006,SC,South Carolina,None,Major Cardiovascular Disease,Percent (%),32.4,25.4,39.3,Race,Hispanic,T1,BOC04,RAC04,"(33.998821303000454, -81.04537120699968)"
2008,ID,Idaho,None,Major Cardiovascular Disease,Percent (%),25.0,12.2,37.8,Race,Non-Hispanic Black,T1,BOC04,RAC02,"(43.682630005000476, -114.3637300419997)"
2007,IL,Illinois,None,Major Cardiovascular Disease,Percent (%),24.1,23.8,24.5,Race,Non-Hispanic Black,T1,BOC04,RAC02,"(40.48501028300046, -88.99771017799969)"
2004,MD,Maryland,None,Major Cardiovascular Disease,Percent (%),27.2,26.9,27.5,Age,65+,T1,BOC03,AGE06,"(39.29058096400047, -76.60926011099963)"
2004,AZ,Arizona,None,Major Cardiovascular Disease,Percent (%),30.9,30.6,31.3,Gender,Male,T1,BOC02,GEN01,"(34.865970280000454, -111.76381127699972)"
2006,MN,Minnesota,None,Major Cardiovascular Disease,Percent (%),24.0,23.8,24.2,Race,Non-Hispanic White,T1,BOC04,RAC01,"(46.35564873600049, -94.79420050299967)"
2007,NH,New Hampshire,None,Major Cardiovascular Disease,Percent (%),26.9,22.0,31.7,Race,Other,T1,BOC04,RAC07,"(43.65595011300047, -71.50036091999965)"
2004,VA,Virginia,None,Major Cardiovascular Disease,Percent (%),27.1,25.8,28.4,Race,Other,T1,BOC04,RAC07,"(37.54268067400045, -78.45789046299967)"
2006,ND,North Dakota,None,Major Cardiovascular Disease,Percent (%),23.7,10.2,37.2,Race,Non-Hispanic Black,T1,BOC04,RAC02,"(47.47531977900047, -100.11842104899966)"
2005,OH,Ohio,None,Major Cardiovascular Disease,Percent (%),27.7,24.9,30.4,Race,Hispanic,T1,BOC04,RAC04,"(40.06021014100048, -82.40426005599966)"
2008,ME,Maine,None,Major Cardiovascular Disease,Percent (%),18.5,3.9,33.2,Race,Hispanic,T1,BOC04,RAC04,"(45.254228894000505, -68.98503133599962)"
2005,UT,Utah,None,Major Cardiovascular Disease,Percent (%),22.0,21.4,22.6,Age,65+,T1,BOC03,AGE06,"(39.360700171000474, -111.58713063499971)"
2007,RI,Rhode Island,None,Major Cardiovascular Disease,Percent (%),22.0,21.4,22.6,Gender,Female,T1,BOC02,GEN02,"(41.70828019300046, -71.52247031399963)"
2004,NJ,New Jersey,None,Major Cardiovascular Disease,Percent (%),28.2,28.0,28.5,Age,65+,T1,BOC03,AGE06,"(40.13057004800049, -74.27369128799967)"
2005,UT,Utah,None,Major Cardiovascular Disease,Percent (%),27.3,26.7,27.9,Gender,Male,T1,BOC02,GEN01,"(39.360700171000474, -111.58713063499971)"
2007,DC,"Washington, DC",None,Major Cardiovascular Disease,Percent (%),24.0,23.2,24.8,Age,75+,T1,BOC03,AGE08,"(38.89037138500049, -77.03196112699965)"
2004,SD,South Dakota,None,Major Cardiovascular Disease,Percent (%),25.3,24.7,25.9,Age,75+,T1,BOC03,AGE08,"(44.353130053000484, -100.3735306369997)"
2005,IA,Iowa,None,Major Cardiovascular Disease,Percent (%),26.4,26.1,26.6,Overall,Overall,T1,BOC01,OVR01,"(42.46940091300047, -93.81649055599968)"
2005,NH,New Hampshire,None,Major Cardiovascular Disease,Percent (%),24.2,20.6,27.9,Race,Non-Hispanic Black,T1,BOC04,RAC02,"(43.65595011300047, -71.50036091999965)"
2005,GA,Georgia,None,Major Cardiovascular Disease,Percent (%),27.5,27.1,27.8,Race,Non-Hispanic Black,T1,BOC04,RAC02,"(32.83968109300048, -83.62758034599966)"
2004,NC,North Carolina,None,Major Cardiovascular Disease,Percent (%),26.9,25.7,28.1,Race,Other,T1,BOC04,RAC07,"(35.466220975000454, -79.15925046299964)"
2007,AR,Arkansas,None,Major Cardiovascular Disease,Percent (%),26.1,25.9,26.4,Race,Non-Hispanic White,T1,BOC04,RAC01,"(34.74865012400045, -92.27449074299966)"
2007,WY,Wyoming,None,Major Cardiovascular Disease,Percent (%),23.4,22.7,24.0,Race,Non-Hispanic White,T1,BOC04,RAC01,"(43.23554134300048, -108.10983035299967)"
2004,MN,Minnesota,None,Major Cardiovascular Disease,Percent (%),24.0,23.7,24.4,Age,65+,T1,BOC03,AGE06,"(46.35564873600049, -94.79420050299967)"
2004,OK,Oklahoma,None,Major Cardiovascular Disease,Percent (%),22.5,22.2,22.7,Gender,Female,T1,BOC02,GEN02,"(35.47203135600046, -97.52107021399968)"
2004,HI,Hawaii,None,Major Cardiovascular Disease,Percent (%),26.7,26.0,27.4,Race,Other,T1,BOC04,RAC07,"(21.304850435000446, -157.85774940299973)"
2004,MT,Montana,None,Major Cardiovascular Disease,Percent (%),24.0,23.5,24.4,Race,Non-Hispanic White,T1,BOC04,RAC01,"(47.06652897200047, -109.42442064499971)"
2004,MT,Montana,None,Major Cardiovascular Disease,Percent (%),21.3,19.4,23.1,Race,Other,T1,BOC04,RAC07,"(47.06652897200047, -109.42442064499971)"
2004,AL,Alabama,None,Major Cardiovascular Disease,Percent (%),26.9,26.7,27.1,Age,75+,T1,BOC03,AGE08,"(32.84057112200048, -86.63186076199969)"
2004,NY,New York,None,Major Cardiovascular Disease,Percent (%),24.2,23.9,24.6,Race,Non-Hispanic Black,T1,BOC04,RAC02,"(42.82700103200045, -75.54397042699964)"
2004,IN,Indiana,None,Major Cardiovascular Disease,Percent (%),27.3,27.1,27.4,Overall,Overall,T1,BOC01,OVR01,"(39.766910452000445, -86.14996019399968)"
2005,WY,Wyoming,None,Major Cardiovascular Disease,Percent (%),24.0,23.3,24.6,Overall,Overall,T1,BOC01,OVR01,"(43.23554134300048, -108.10983035299967)"
2005,OR,Oregon,None,Major Cardiovascular Disease,Percent (%),26.2,25.9,26.6,Overall,Overall,T1,BOC01,OVR01,"(44.56744942400047, -120.15503132599969)"
2008,IL,Illinois,None,Major Cardiovascular Disease,Percent (%),22.9,22.8,23.0,Overall,Overall,T1,BOC01,OVR01,"(40.48501028300046, -88.99771017799969)"
2004,IA,Iowa,None,Major Cardiovascular Disease,Percent (%),31.0,30.6,31.4,Gender,Male,T1,BOC02,GEN01,"(42.46940091300047, -93.81649055599968)"
2006,WA,Washington,None,Major Cardiovascular Disease,Percent (%),24.8,24.5,25.1,Age,75+,T1,BOC03,AGE08,"(47.52227862900048, -120.47001078999972)"
2006,TN,Tennessee,None,Major Cardiovascular Disease,Percent (%),25.1,25.0,25.3,Overall,Overall,T1,BOC01,OVR01,"(35.68094058000048, -85.77449091399967)"
2004,OR,Oregon,None,Major Cardiovascular Disease,Percent (%),22.9,20.9,25.0,Race,Other,T1,BOC04,RAC07,"(44.56744942400047, -120.15503132599969)"
2007,VT,Vermont,None,Major Cardiovascular Disease,Percent (%),20.0,4.3,35.7,Race,Hispanic,T1,BOC04,RAC04,"(43.62538123900049, -72.51764079099962)"
2007,GA,Georgia,None,Major Cardiovascular Disease,Percent (%),29.8,29.5,30.1,Gender,Male,T1,BOC02,GEN01,"(32.83968109300048, -83.62758034599966)"
2007,NV,Nevada,None,Major Cardiovascular Disease,Percent (%),26.5,26.0,27.1,Gender,Male,T1,BOC02,GEN01,"(39.493240390000494, -117.07184056399967)"
2005,CA,California,None,Major Cardiovascular Disease,Percent (%),21.5,21.4,21.6,Gender,Female,T1,BOC02,GEN02,"(37.63864012300047, -120.99999953799971)"
2004,NH,New Hampshire,None,Major Cardiovascular Disease,Percent (%),30.6,19.2,42.1,Race,Hispanic,T1,BOC04,RAC04,"(43.65595011300047, -71.50036091999965)"
2004,RI,Rhode Island,None,Major Cardiovascular Disease,Percent (%),22.2,17.1,27.3,Race,Hispanic,T1,BOC04,RAC04,"(41.70828019300046, -71.52247031399963)"
2004,DC,"Washington, DC",None,Major Cardiovascular Disease,Percent (%),24.7,18.7,30.8,Race,Hispanic,T1,BOC04,RAC04,"(38.89037138500049, -77.03196112699965)"
2005,OR,Oregon,None,Major Cardiovascular Disease,Percent (%),27.1,23.7,30.6,Race,Non-Hispanic Black,T1,BOC04,RAC02,"(44.56744942400047, -120.15503132599969)"
2004,MA,Massachusetts,None,Major Cardiovascular Disease,Percent (%),23.7,22.8,24.6,Race,Non-Hispanic Black,T1,BOC04,RAC02,"(42.27687047000046, -72.08269067499964)"
2004,WV,West Virginia,None,Major Cardiovascular Disease,Percent (%),28.8,28.6,29.1,Race,Non-Hispanic White,T1,BOC04,RAC01,"(38.66551020200046, -80.71264013499967)"
2006,UT,Utah,None,Major Cardiovascular Disease,Percent (%),21.5,20.9,22.1,Age,65+,T1,BOC03,AGE06,"(39.360700171000474, -111.58713063499971)"
2007,NY,New York,None,Major Cardiovascular Disease,Percent (%),26.5,26.4,26.7,Gender,Male,T1,BOC02,GEN01,"(42.82700103200045, -75.54397042699964)"
2008,MI,Michigan,None,Major Cardiovascular Disease,Percent (%),25.0,24.9,25.2,Overall,Overall,T1,BOC01,OVR01,"(44.6613195430005, -84.71439026999968)"
2007,KY,Kentucky,None,Major Cardiovascular Disease,Percent (%),25.5,25.2,25.8,Age,75+,T1,BOC03,AGE08,"(37.645970271000465, -84.77497104799966)"
2006,MT,Montana,None,Major Cardiovascular Disease,Percent (%),19.2,18.7,19.7,Gender,Female,T1,BOC02,GEN02,"(47.06652897200047, -109.42442064499971)"
2005,WA,Washington,None,Major Cardiovascular Disease,Percent (%),25.6,24.1,27.2,Race,Non-Hispanic Black,T1,BOC04,RAC02,"(47.52227862900048, -120.47001078999972)"
2005,AL,Alabama,None,Major Cardiovascular Disease,Percent (%),27.5,27.0,27.9,Race,Non-Hispanic Black,T1,BOC04,RAC02,"(32.84057112200048, -86.63186076199969)"
2007,AL,Alabama,None,Major Cardiovascular Disease,Percent (%),25.6,25.2,26.1,Race,Non-Hispanic Black,T1,BOC04,RAC02,"(32.84057112200048, -86.63186076199969)"
2005,NC,North Carolina,None,Major Cardiovascular Disease,Percent (%),23.1,22.9,23.3,Gender,Female,T1,BOC02,GEN02,"(35.466220975000454, -79.15925046299964)"
2006,IL,Illinois,None,Major Cardiovascular Disease,Percent (%),24.4,24.2,24.6,Age,65+,T1,BOC03,AGE06,"(40.48501028300046, -88.99771017799969)"
2007,TN,Tennessee,None,Major Cardiovascular Disease,Percent (%),31.3,24.6,38.1,Race,Hispanic,T1,BOC04,RAC04,"(35.68094058000048, -85.77449091399967)"
2005,MA,Massachusetts,None,Major Cardiovascular Disease,Percent (%),25.7,23.9,27.5,Race,Hispanic,T1,BOC04,RAC04,"(42.27687047000046, -72.08269067499964)"
2006,GA,Georgia,None,Major Cardiovascular Disease,Percent (%),24.2,20.7,27.7,Race,Hispanic,T1,BOC04,RAC04,"(32.83968109300048, -83.62758034599966)"
2006,RI,Rhode Island,None,Major Cardiovascular Disease,Percent (%),26.3,25.6,27.1,Gender,Male,T1,BOC02,GEN01,"(41.70828019300046, -71.52247031399963)"
2007,ND,North Dakota,None,Major Cardiovascular Disease,Percent (%),25.6,25.1,26.2,Overall,Overall,T1,BOC01,OVR01,"(47.47531977900047, -100.11842104899966)"
2004,UT,Utah,None,Major Cardiovascular Disease,Percent (%),24.9,24.4,25.4,Age,75+,T1,BOC03,AGE08,"(39.360700171000474, -111.58713063499971)"
2006,NH,New Hampshire,None,Major Cardiovascular Disease,Percent (%),25.2,24.8,25.6,Overall,Overall,T1,BOC01,OVR01,"(43.65595011300047, -71.50036091999965)"
2008,MS,Mississippi,None,Major Cardiovascular Disease,Percent (%),24.3,23.9,24.6,Age,65+,T1,BOC03,AGE06,"(32.745510099000455, -89.53803082499968)"
2008,AZ,Arizona,None,Major Cardiovascular Disease,Percent (%),27.7,27.3,28.0,Gender,Male,T1,BOC02,GEN01,"(34.865970280000454, -111.76381127699972)"
2005,SC,South Carolina,None,Major Cardiovascular Disease,Percent (%),25.9,25.7,26.2,Overall,Overall,T1,BOC01,OVR01,"(33.998821303000454, -81.04537120699968)"
2006,AZ,Arizona,None,Major Cardiovascular Disease,Percent (%),25.5,23.7,27.2,Race,Non-Hispanic Black,T1,BOC04,RAC02,"(34.865970280000454, -111.76381127699972)"
2005,LA,Louisiana,None,Major Cardiovascular Disease,Percent (%),26.4,26.2,26.6,Race,Non-Hispanic White,T1,BOC04,RAC01,"(31.31266064400046, -92.44568007099969)"
2007,DE,Delaware,None,Major Cardiovascular Disease,Percent (%),24.3,23.1,25.5,Race,Non-Hispanic Black,T1,BOC04,RAC02,"(39.008830667000495, -75.57774116799965)"
2005,DE,Delaware,None,Major Cardiovascular Disease,Percent (%),29.3,28.6,30.0,Gender,Male,T1,BOC02,GEN01,"(39.008830667000495, -75.57774116799965)"
2006,IN,Indiana,None,Major Cardiovascular Disease,Percent (%),25.3,25.1,25.6,Age,65+,T1,BOC03,AGE06,"(39.766910452000445, -86.14996019399968)"
2008,LA,Louisiana,None,Major Cardiovascular Disease,Percent (%),25.7,25.2,26.1,Race,Non-Hispanic Black,T1,BOC04,RAC02,"(31.31266064400046, -92.44568007099969)"
2005,MO,Missouri,None,Major Cardiovascular Disease,Percent (%),25.6,25.3,25.8,Age,65+,T1,BOC03,AGE06,"(38.635790776000476, -92.56630005299968)"
2005,NV,Nevada,None,Major Cardiovascular Disease,Percent (%),23.5,23.2,23.9,Overall,Overall,T1,BOC01,OVR01,"(39.493240390000494, -117.07184056399967)"
2006,MO,Missouri,None,Major Cardiovascular Disease,Percent (%),24.6,24.3,24.8,Age,75+,T1,BOC03,AGE08,"(38.635790776000476, -92.56630005299968)"
2006,AZ,Arizona,None,Major Cardiovascular Disease,Percent (%),29.9,29.6,30.3,Gender,Male,T1,BOC02,GEN01,"(34.865970280000454, -111.76381127699972)"
2008,KS,Kansas,None,Major Cardiovascular Disease,Percent (%),23.6,23.3,23.8,Race,Non-Hispanic White,T1,BOC04,RAC01,"(38.34774030000045, -98.20078122699965)"
2006,VT,Vermont,None,Major Cardiovascular Disease,Percent (%),26.3,25.7,26.9,Race,Non-Hispanic White,T1,BOC04,RAC01,"(43.62538123900049, -72.51764079099962)"
2008,MA,Massachusetts,None,Major Cardiovascular Disease,Percent (%),20.9,20.7,21.1,Gender,Female,T1,BOC02,GEN02,"(42.27687047000046, -72.08269067499964)"
2007,MI,Michigan,None,Major Cardiovascular Disease,Percent (%),26.2,25.1,27.4,Race,Other,T1,BOC04,RAC07,"(44.6613195430005, -84.71439026999968)"
2004,GA,Georgia,None,Major Cardiovascular Disease,Percent (%),27.0,26.7,27.2,Age,75+,T1,BOC03,AGE08,"(32.83968109300048, -83.62758034599966)"
2005,OK,Oklahoma,None,Major Cardiovascular Disease,Percent (%),24.1,23.8,24.3,Age,75+,T1,BOC03,AGE08,"(35.47203135600046, -97.52107021399968)"
2004,NM,New Mexico,None,Major Cardiovascular Disease,Percent (%),24.5,24.0,25.0,Age,75+,T1,BOC03,AGE08,"(34.52088095200048, -106.24058098499967)"
2005,VA,Virginia,None,Major Cardiovascular Disease,Percent (%),25.6,25.4,25.8,Age,75+,T1,BOC03,AGE08,"(37.54268067400045, -78.45789046299967)"
2007,OR,Oregon,None,Major Cardiovascular Disease,Percent (%),24.9,24.6,25.2,Race,Non-Hispanic White,T1,BOC04,RAC01,"(44.56744942400047, -120.15503132599969)"
2005,US,United States,None,Major Cardiovascular Disease,Percent (%),29.2,29.2,29.2,Gender,Male,T1,BOC02,GEN01,
2004,VA,Virginia,None,Major Cardiovascular Disease,Percent (%),30.0,29.8,30.3,Gender,Male,T1,BOC02,GEN01,"(37.54268067400045, -78.45789046299967)"
2006,KY,Kentucky,None,Major Cardiovascular Disease,Percent (%),25.8,25.6,26.1,Age,75+,T1,BOC03,AGE08,"(37.645970271000465, -84.77497104799966)"
2008,CT,Connecticut,None,Major Cardiovascular Disease,Percent (%),24.0,23.8,24.3,Age,75+,T1,BOC03,AGE08,"(41.56266102000046, -72.64984095199964)"
2004,TX,Texas,None,Major Cardiovascular Disease,Percent (%),27.2,26.5,27.9,Race,Other,T1,BOC04,RAC07,"(31.827240407000488, -99.42677020599967)"
2005,KY,Kentucky,None,Major Cardiovascular Disease,Percent (%),26.9,26.6,27.2,Age,65+,T1,BOC03,AGE06,"(37.645970271000465, -84.77497104799966)"
2005,SD,South Dakota,None,Major Cardiovascular Disease,Percent (%),20.5,19.9,21.1,Gender,Female,T1,BOC02,GEN02,"(44.353130053000484, -100.3735306369997)"
2005,NV,Nevada,None,Major Cardiovascular Disease,Percent (%),24.9,23.3,26.6,Race,Other,T1,BOC04,RAC07,"(39.493240390000494, -117.07184056399967)"
2005,NJ,New Jersey,None,Major Cardiovascular Disease,Percent (%),24.6,24.5,24.8,Gender,Female,T1,BOC02,GEN02,"(40.13057004800049, -74.27369128799967)"
2006,NC,North Carolina,None,Major Cardiovascular Disease,Percent (%),25.1,24.8,25.3,Age,65+,T1,BOC03,AGE06,"(35.466220975000454, -79.15925046299964)"
2006,CO,Colorado,None,Major Cardiovascular Disease,Percent (%),21.0,19.4,22.6,Race,Non-Hispanic Black,T1,BOC04,RAC02,"(38.843840757000464, -106.13361092099967)"
2008,NV,Nevada,None,Major Cardiovascular Disease,Percent (%),22.0,21.5,22.5,Age,65+,T1,BOC03,AGE06,"(39.493240390000494, -117.07184056399967)"
2006,VA,Virginia,None,Major Cardiovascular Disease,Percent (%),22.6,22.4,22.8,Gender,Female,T1,BOC02,GEN02,"(37.54268067400045, -78.45789046299967)"
2004,US,United States,None,Major Cardiovascular Disease,Percent (%),26.6,26.6,26.7,Race,Non-Hispanic White,T1,BOC04,RAC01,
2007,WA,Washington,None,Major Cardiovascular Disease,Percent (%),21.7,21.4,22.0,Gender,Female,T1,BOC02,GEN02,"(47.52227862900048, -120.47001078999972)"
2008,HI,Hawaii,None,Major Cardiovascular Disease,Percent (%),27.5,20.4,34.5,Race,Non-Hispanic Black,T1,BOC04,RAC02,"(21.304850435000446, -157.85774940299973)"
2004,OK,Oklahoma,None,Major Cardiovascular Disease,Percent (%),26.2,25.4,27.0,Race,Other,T1,BOC04,RAC07,"(35.47203135600046, -97.52107021399968)"
2006,MA,Massachusetts,None,Major Cardiovascular Disease,Percent (%),24.2,24.0,24.4,Age,75+,T1,BOC03,AGE08,"(42.27687047000046, -72.08269067499964)"
2007,WA,Washington,None,Major Cardiovascular Disease,Percent (%),24.3,24.1,24.6,Overall,Overall,T1,BOC01,OVR01,"(47.52227862900048, -120.47001078999972)"
2006,OK,Oklahoma,None,Major Cardiovascular Disease,Percent (%),28.4,28.0,28.7,Gender,Male,T1,BOC02,GEN01,"(35.47203135600046, -97.52107021399968)"
